page,institution,sn,programme,code,admission_requirements,minimum_points,capacity,duration_years,problems
339,"University of Dodoma (UDOM), Dodoma",32.,Bachelor of Commerce in Entrepreneurship and Innovation,DM037,"Two principal passes in the following subjects: History, Geography, Kiswahili, Fasihi ya Kiswahili English Language, Literature in English, French, Arabic, Chinese, Fine Arts, Theater Arts, Music, Textile and Garment Construction, Sports, Economics, Commerce, Accountancy, Business Studies, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Nutrition, Food and Human Nutrition, Islamic Knowledg or Divinity. If one of the principal passes is not in Advanced Mathematics, an applicant MUST HAVE at least a subsidiary pass in Basic Applied Mathematics or a minimum of “D” grade in Basic Mathematics at O-Level.",4.0,60,3,
340,"University of Dodoma (UDOM), Dodoma",33.,Bachelor of Commerce in International Business,DM038,"Two principal passes in the following subjects: History, French, Geography, Kiswahili, English Language, Arabic, Fine Arts, Economics, Commerce or Business Studies, Accountancy, Physics, Chemistry, Biology, Divinity, Islamic Knowledge, Advanced Mathematics, Agriculture, Computer Science, Nutrition. In addition, an applicant who did not study mathematics should have a subsidiary pass in Basic Applied Mathematics or a minimum of “D” grade in Mathematics at O-Level.",4.0,60,3,
340,"University of Dodoma (UDOM), Dodoma",34.,Bachelor of Commerce in Tourism and Hospitality Management,DM039,"Two principal passes in the following subjects at A-level: History, Geography, Kiswahili, Fasihi ya Kiswahili English Language, Literature in English, French, Arabic, Chinese, Fine Arts, Theater Arts, Music, Textile and Garment Construction, Sports, Economics, Commerce, Accountancy, Business Studies, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Nutrition, Food and Human Nutrition, Islamic Knowledge or Divinity. If one of the principal",4.0,60,3,
342,"University of Dodoma (UDOM), Dodoma",35.,Bachelor of Commerce in Marketing,DM040,"Two principal passes in the following subjects: History, Geography, Kiswahili, Fasihi ya Kiswahili English Language, Literature in English, French, Arabic, Chinese, Fine Arts, Theater Arts, Music, Textile and Garment Construction, Sports, Economics, Commerce, Accountancy, Business Studies, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Nutrition, Food and Human Nutrition, Islamic Knowledge or Divinity. If one of the principal passes is not in Advanced Mathematics, an applicant MUST HAVE at least a subsidiary pass in Basic Applied Mathematics or a minimum of “D” grade in Basic Mathematics at O-Level",4.0,60,3,
343,"University of Dodoma (UDOM), Dodoma",36.,Bachelor of Arts in Environmental Economics and Policy,DM041,"Two principal passes in the following subjects: Physics, Chemistry, Advanced Mathematics, Biology, Geography, Economics, Commerce, Agriculture, Food and Human Nutrition, Business Studies, Accountancy, Computer Science. If one of the principal passes is not in Advanced Mathematics, an applicant must have at least a subsidiary pass in Advanced Mathematics or Basic Applied Mathematics or D in ordinary level Mathematics.",4.0,60,3,
343,"University of Dodoma (UDOM), Dodoma",37.,Bachelor of Disaster Risk Management,DM043,"Two principal passes in Geography and in one of the following subjects: Economics, Agriculture, Physics, Mathematics, Chemistry, Biology, and Computer Sciences.",4.0,100,3,
344,"University of Dodoma (UDOM), Dodoma",38.,Bachelor of Arts in Development Studies,DM044,"Two principal passes in the following subjects: History, Geography, Kiswahili, Kiswahili Fasihi, English Language, English, Chinese, Business Studies, Physical Education, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,500,3,
344,"University of Dodoma (UDOM), Dodoma",39.,Bachelor of Arts in Economics and Statistics,DM045,"Two principal passes in the following subjects: Physics, Chemistry, Advanced Mathematics, Biology, Geography, Economics, Commerce or Accountancy. If one of the principal passes is not in Advanced Mathematics an applicant MUST HAVE at least a subsidiary pass in Advanced Mathematics or Basic Applied Mathematics or a minimum of “C” grade in Basic Mathematics at O-Level.",4.0,60,3,
345,"University of Dodoma (UDOM), Dodoma",40.,Bachelor of Arts in International Relations,DM046,"Two principal passes in the following subjects: History, French, Geography, Kiswahili or English.",4.0,100,3,
345,"University of Dodoma (UDOM), Dodoma",41.,Bachelor of Laws,DM047,"Two principal passes at “D” grade in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. An applicant without History or English at A-level must have a credit pass grade “C” or Higher at O-level.",4.0,226,4,
346,"University of Dodoma (UDOM), Dodoma",42.,Bachelor of Education in Special Needs,DM051,"Two principal passes in the following subjects: Kiswahili, English, Literature, History, Geography, French,Arabic,Economics,Commerce,Accountancy ,Advanced Mathematics, Physics, Chemistry or Biology.",4.0,100,3,
347,"University of Dodoma (UDOM), Dodoma",43.,Bachelor of Education in Early Childhood Education,DM053,"Two principal passes in the following subjects: Kiswahili, English, Literature, History, Geography, French, Arabic, Economics, Advanced Mathematics, Physics, Chemistry or Biology.",4.0,200,3,
348,"University of Dodoma (UDOM), Dodoma",44.,Bachelor of Arts with Education,DM058,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, English Language, French, Arabic, Chinese, Fasihi ya Kiswahili, Literature in English, Music, Sports, Theatre Arts, Fine Art, or Textile and Garment Construction.",4.0,300,3,
348,"University of Dodoma (UDOM), Dodoma",45.,Bachelor of Science with Education,DM059,"Two principal passes with a minimum of “D” grade in the following subjects: Biology, Chemistry, Advanced Mathematics, or Geography.",4.0,400,3,
349,"University of Dodoma (UDOM), Dodoma",46.,Bachelor of Science in Health Information Science,DM062,"Two principal passes in Biology and one of the following subjects: Advanced Mathematics, Physics, Geography, Chemistry or Computer science. If one of the principal passes is not in Biology, an applicant MUST HAVE ''C'' grade in Biology at O- Level.",4.0,100,3,
349,"University of Dodoma (UDOM), Dodoma",47.,Bachelor of Science in Computer Networks and Information Security Engineering,DM063,Two principal passes in Advanced Mathematics and either Physics or Computer science.,4.0,85,4,
